name	rank	threshold_0.90_exclude0	threshold_0.99_exclude0	threshold_add0_0.99	taxid	threshold_0.90_include0	threshold_0.99_include0
Achromobacter phage JWF	S	4.70262924000809	4.70262924000809	0	1589748	4.70262924000809	4.70262924000809
Achromobacter phage phiAxp-2	S	8.51107290585051	8.51107290585051	0	1664246	8.51107290585051	8.51107290585051
Achromobacter ruhlandii	S	40.103311853575	69.2867516642119	15.6178684289397	72557	40.103311853575	69.2867516642119
Achromobacter sp.	S	17.4302257247267	21.0709107283618	0	134375	17.4302257247267	21.0709107283618
Achromobacter sp. AONIH1	S	76.5198760378008	240.030326842717	109.826036151407	1758194	76.5198760378008	240.030326842717
Achromobacter sp. B7	S	59.7096837477469	144.103208292152	75.8032305662254	2282475	59.7096837477469	144.103208292152
Achromobacter sp. MFA1 R4	S	45.3188762229491	80.8987785371869	64.5340528171132	1881016	45.3188762229491	80.8987785371869
Achromobacter spanius	S	65.1381022395374	225.068230292044	97.4306197083839	217203	65.1381022395374	225.068230292044
Achromobacter xylosoxidans	S	354.189704130613	898.957120288373	734.487126205792	85698	354.189704130613	898.957120288373
Acidaminococcus	G	186.194641043936	706.286359146426	441.078452528127	904	186.194641043936	706.286359146426
Acidaminococcus fermentans	S	153.42979852184	701.58953863874	387.632810711186	905	153.42979852184	701.58953863874
Acidaminococcus intestini	S	93.3834705340835	233.466883697728	152.711844251364	187327	93.3834705340835	233.466883697728
Acidianus	G	43.6977747593051	87.1055404957889	1.14551674938868	12914	43.6977747593051	87.1055404957889
Acidianus filamentous virus 3	S	5.32061689965759	5.39293088174057	0	346881	5.32061689965759	5.39293088174057
Acidianus filamentous virus 6	S	6.9499851730955	9.23175767071658	0	346882	6.9499851730955	9.23175767071658
Acidianus filamentous virus 7	S	62.8515755502379	70.889903562056	0	346883	62.8515755502379	70.889903562056
Acidianus filamentous virus 8	S	35.6628552121311	67.4821391667403	0	346884	35.6628552121311	67.4821391667403
Acidianus hospitalis	S	43.6977747593051	87.1055404957889	1.14551674938868	563177	43.6977747593051	87.1055404957889
Acidianus tailed spindle virus	S	26.3532322870533	34.1471446722998	0	1797140	26.3532322870533	34.1471446722998
Acidianus two-tailed virus	S	24.1868152613456	34.8184040946959	0	315953	24.1868152613456	34.8184040946959
Acidibrevibacterium	G	43.4323679121857	141.839133120804	69.6856054092762	2603324	43.4323679121857	141.839133120804
Acidibrevibacterium fodinaquatile	S	43.4323679121857	141.839133120804	69.6856054092762	1969806	43.4323679121857	141.839133120804
Acidiferrobacter	G	42.1332813065886	248.241391339504	67.6838233918039	986106	42.1332813065886	248.241391339504
Acidiferrobacter sp. SPIII_3	S	42.1332813065886	248.241391339504	67.6838233918039	1281578	42.1332813065886	248.241391339504
Acidihalobacter	G	68.5064548854364	582.679809482143	128.837924426331	1765964	68.5064548854364	582.679809482143
Acidihalobacter aeolianus	S	42.5748146740821	101.267526640637	51.9266292340623	2792603	42.5748146740821	101.267526640637
Acidihalobacter ferrooxydans	S	99.5042781520442	1384.6676347611	104.351780675884	1765967	99.5042781520442	1384.6676347611
Acidihalobacter yilgarnensis	S	34.758012897846	111.387223186624	48.6750797524848	2819280	34.758012897846	111.387223186624
Acidimicrobium	G	32.0482521822615	153.026468526327	36.0300510581474	53634	32.0482521822615	153.026468526327
Acidimicrobium ferrooxidans	S	32.0482521822615	153.026468526327	36.0300510581474	53635	32.0482521822615	153.026468526327
Acidiphilium	G	66.4063828781829	193.524799307272	98.8722168187372	522	66.4063828781829	193.524799307272
Acidiphilium cryptum	S	49.6629060056293	174.570103198564	38.1630744621276	524	49.6629060056293	174.570103198564
Acidiphilium multivorum	S	57.5726316697974	138.902477308059	42.4337513315735	62140	57.5726316697974	138.902477308059
Acidipropionibacterium	G	130.855827505832	1326.37396989943	411.80909234249	1912215	130.855827505832	1326.37396989943
Acidipropionibacterium acidipropionici	S	156.01298954703	1487.40710550564	484.786806461569	1748	156.01298954703	1487.40710550564
Acidipropionibacterium jensenii	S	52.1579717824324	91.8352453767827	65.9916052285192	1749	52.1579717824324	91.8352453767827
Acidipropionibacterium virtanenii	S	64.5369474023879	118.061385787369	79.0995545774626	2057246	64.5369474023879	118.061385787369
Acidisarcina	G	95.2210614237225	206.145730639352	151.312560876354	2608728	95.2210614237225	206.145730639352
Acidisarcina polymorpha	S	95.2210614237225	206.145730639352	151.312560876354	2211140	95.2210614237225	206.145730639352
Acidithiobacillus	G	85.6185436624475	205.798431067258	128.211523292729	119977	85.6185436624475	205.798431067258
Acidithiobacillus caldus	S	41.8761523291229	157.27679036525	43.537385351099	33059	41.8761523291229	157.27679036525
Acidithiobacillus ferridurans	S	8.88598118415153	31.2278363142639	0	1232575	8.88598118415153	31.2278363142639
Acidithiobacillus ferrivorans	S	58.891039122004	121.904738889095	67.1711997800776	160808	58.891039122004	121.904738889095
Acidithiobacillus ferrooxidans	S	82.4194010939337	119.193673332604	92.710457419232	920	82.4194010939337	119.193673332604
Acidithiobacillus sp. 'AMD consortium'	S	6.09765597359484	6.82495852068247	0	2614801	6.09765597359484	6.82495852068247
Acidithiobacillus thiooxidans	S	33.7427769056337	121.741961659324	22.99445959008	930	33.7427769056337	121.741961659324
Acidobacterium	G	32.4931636838474	89.160658604043	29.7679047759034	33973	32.4931636838474	89.160658604043
Acidobacterium capsulatum	S	32.4931636838474	89.160658604043	29.7679047759034	33075	32.4931636838474	89.160658604043
Acidothermus	G	32.789389118533	76.345227396489	32.8655470470306	28048	32.789389118533	76.345227396489
Acidothermus cellulolyticus	S	32.789389118533	76.345227396489	32.8655470470306	28049	32.789389118533	76.345227396489
Acidovorax	G	790.086075053858	4648.85996100726	2035.44844552459	12916	790.086075053858	4648.85996100726
Acidovorax antarcticus	S	77.5362162111377	569.134926199701	129.462944326106	2743470	77.5362162111377	569.134926199701
Acidovorax avenae	S	170.48791942521	763.193906514016	338.10079894899	80867	170.48791942521	763.193906514016
Acidovorax carolinensis	S	87.9976571365732	597.412312664568	212.914680736902	553814	87.9976571365732	597.412312664568
Acidovorax cattleyae	S	64.6246705004746	152.279494586474	75.3350712604957	80868	64.6246705004746	152.279494586474
Acidovorax citrulli	S	74.5763689927392	272.273016525446	127.827003819757	80869	74.5763689927392	272.273016525446
Acidovorax monticola	S	82.5539140617676	241.756493212718	128.419735905879	1926868	82.5539140617676	241.756493212718
Acidovorax sp. 1608163	S	154.053584060786	1482.55853052665	331.754605028904	2478662	154.053584060786	1482.55853052665
Acidovorax sp. HDW3	S	82.1030823185352	663.851415421667	138.009229355005	2714923	82.1030823185352	663.851415421667
Acidovorax sp. JMULE5	S	214.080125084268	1385.6477268838	416.651138143739	2518343	214.080125084268	1385.6477268838
Acidovorax sp. JS42	S	83.3368227133455	380.215956242983	105.004213233229	232721	83.3368227133455	380.215956242983
Acidovorax sp. KKS102	S	204.80108490203	841.772500731559	394.998053032985	358220	204.80108490203	841.772500731559
Acidovorax sp. RAC01	S	95.1921715764037	324.57596053946	185.886686371568	1842533	95.1921715764037	324.57596053946
Acidovorax sp. T1	S	76.0170069477836	268.755337877471	115.611853174669	1858609	76.0170069477836	268.755337877471
Acidovorax sp. YS12	S	14.2953216182368	14.5272130379578	0	2738413	14.2953216182368	14.5272130379578
Acinetobacter	G	3998.92511614614	29530.7822440404	16384.0296367899	469	3998.92511614614	29530.7822440404
Acinetobacter baumannii	S	514.186852761221	4325.42625608805	1565.90454572903	470	514.186852761221	4325.42625608805
Acinetobacter baylyi	S	48.6408282848129	77.2331861296473	47.6913211225103	202950	48.6408282848129	77.2331861296473
Acinetobacter bereziniae	S	78.0676115541584	314.53650468388	111.219223295794	106648	78.0676115541584	314.53650468388
Acinetobacter calcoaceticus	S	1314.77995673623	10444.7967133239	5332.12664563552	471	1314.77995673623	10444.7967133239
Acinetobacter chinensis	S	45.8387636241565	101.212452390217	28.0137325501629	2004650	45.8387636241565	101.212452390217
Acinetobacter cumulans	S	30.1189141245093	695.240808510262	28.7974597765871	2136182	30.1189141245093	695.240808510262
Acinetobacter defluvii	S	69.3767445114761	396.281892398432	70.5497604850456	1871111	69.3767445114761	396.281892398432
Acinetobacter dispersus	S	67.4840212338874	124.113950084067	67.5112426669195	70348	67.4840212338874	124.113950084067
Acinetobacter equi	S	44.3268281866861	139.413147174785	47.2200540739351	1324350	44.3268281866861	139.413147174785
Acinetobacter guillouiae	S	64.5326804454438	279.507766999134	81.5641125233777	106649	64.5326804454438	279.507766999134
Acinetobacter gyllenbergii	S	36.8949232585596	203.41175790207	37.2091138384804	134534	36.8949232585596	203.41175790207
Acinetobacter haemolyticus	S	152.311324346965	449.334538006678	350.586950176777	29430	152.311324346965	449.334538006678
Acinetobacter indicus	S	84.0552500221578	390.103393831861	149.392424332751	756892	84.0552500221578	390.103393831861
Acinetobacter johnsonii	S	263.579646677164	1875.1010321722	1035.71223113354	40214	263.579646677164	1875.1010321722
Acinetobacter junii	S	178.863887635698	3903.76598012444	604.056879002958	40215	178.863887635698	3903.76598012444
Acinetobacter lactucae	S	30.560609627548	115.841763445369	29.0163920881178	1785128	30.560609627548	115.841763445369
Acinetobacter lanii	S	33.0436052168519	90.1590477925716	30.3634405176983	2715163	33.0436052168519	90.1590477925716
Acinetobacter larvae	S	37.6962993447614	76.0168865871497	38.0005052205611	1789224	37.6962993447614	76.0168865871497
Acinetobacter lwoffii	S	166.311687131746	807.808097642777	350.846003267332	28090	166.311687131746	807.808097642777
Acinetobacter nosocomialis	S	84.1949480875743	256.867168590259	120.299137850103	106654	84.1949480875743	256.867168590259
Acinetobacter oleivorans	S	66.9206906908251	134.815437185417	35.8089083169977	1148157	66.9206906908251	134.815437185417
Acinetobacter phage YMC13/03/R2096	S	40.8045615526712	48.1637163054497	0	1560342	40.8045615526712	48.1637163054497
Acinetobacter phage phiAC-1	S	97.7106752077112	117.601727190255	0	1229760	97.7106752077112	117.601727190255
Acinetobacter phage vB_AbaM_Acibel004	S	6.0972596649663	6.40994794220968	0	1481186	6.0972596649663	6.40994794220968
Acinetobacter piscicola	S	50.7604208180954	152.171590532288	57.6240012662539	2006115	50.7604208180954	152.171590532288
Acinetobacter pittii	S	86.6581197302024	358.079160323772	162.233674663234	48296	86.6581197302024	358.079160323772
Acinetobacter portensis	S	13.9920917681184	15.4946677771409	0	1839785	13.9920917681184	15.4946677771409
Acinetobacter pseudolwoffii	S	71.7253359227742	79.1315945252021	5.83582690523086	2053287	71.7253359227742	79.1315945252021
Acinetobacter radioresistens	S	127.067494017239	502.939893888075	285.492316391364	40216	127.067494017239	502.939893888075
Acinetobacter schindleri	S	95.7244553535252	238.781237750319	171.259273861727	108981	95.7244553535252	238.781237750319
Acinetobacter seifertii	S	61.1154942127208	250.599979218775	77.3335029432258	1530123	61.1154942127208	250.599979218775
Acinetobacter septicus	S	9.32409626196981	9.32409626196981	0	465797	9.32409626196981	9.32409626196981
Acinetobacter shaoyimingii	S	46.6804191247849	120.179626482604	51.8807622871943	2715164	46.6804191247849	120.179626482604
Acinetobacter soli	S	76.7917806458935	732.63044982479	126.404371052206	487316	76.7917806458935	732.63044982479
Acinetobacter sp.	S	38.9549996398518	43.4420719736315	0	472	38.9549996398518	43.4420719736315
Acinetobacter sp. 10FS3-1	S	39.1231062705253	152.672213164299	52.0526154157107	2563897	39.1231062705253	152.672213164299
Acinetobacter sp. ACNIH1	S	37.8574914156987	84.1372823128722	37.510616084145	1636603	37.8574914156987	84.1372823128722
Acinetobacter sp. ACNIH2	S	32.4725634594856	151.135173421028	38.3128727608921	1758189	32.4725634594856	151.135173421028
Acinetobacter sp. Ac-14	S	11.5970079401525	14.0892637938702	0	2781976	11.5970079401525	14.0892637938702
Acinetobacter sp. BEC1-S18-ESBL-01	S	15.7225333260537	22.3897430479341	0	2675741	15.7225333260537	22.3897430479341
Acinetobacter sp. C16S1	S	168.611403736427	334.31676466419	213.420921334603	2609668	168.611403736427	334.31676466419
Acinetobacter sp. CS-2	S	37.3023219107731	143.194170399061	43.9356735334537	2798861	37.3023219107731	143.194170399061
Acinetobacter sp. FDAARGOS_493	S	209.11561791699	213.749263092693	0	2420300	209.11561791699	213.749263092693
Acinetobacter sp. FDAARGOS_494	S	21.10660090408	28.8410584339054	0	2420301	21.10660090408	28.8410584339054
Acinetobacter sp. FDAARGOS_560	S	24.845413014191	43.736948093305	0	2420305	24.845413014191	43.736948093305
Acinetobacter sp. FDAARGOS_724	S	57.7428634095955	130.098499398746	29.6205796124293	2545797	57.7428634095955	130.098499398746
Acinetobacter sp. LUNF3	S	28.6300587543084	41.8990237290709	0.684881218758328	2925837	28.6300587543084	41.8990237290709
Acinetobacter sp. LoGeW2-3	S	67.6753374951591	140.49886510932	66.8276703556383	1808001	67.6753374951591	140.49886510932
Acinetobacter sp. M131	S	27.8809533819826	28.5118829469633	0	1280052	27.8809533819826	28.5118829469633
Acinetobacter sp. MYb10	S	59.0567916086602	318.973403653247	88.8925970982551	1827285	59.0567916086602	318.973403653247
Acinetobacter sp. Marseille-Q1620	S	66.9136726856921	208.846622731987	74.9640746492055	2714110	66.9136726856921	208.846622731987
Acinetobacter sp. NCu2D-2	S	59.5273528186202	174.146342414837	55.7583757932263	1608473	59.5273528186202	174.146342414837
Acinetobacter sp. NEB 394	S	60.1998736008951	240.060901811871	69.9676820138606	2743575	60.1998736008951	240.060901811871
Acinetobacter sp. NEB149	S	75.5889965777999	339.022097025689	67.5123903342034	2725684	75.5889965777999	339.022097025689
Acinetobacter sp. PK01	S	13.3378640969986	15.0373070893184	0	2930198	13.3378640969986	15.0373070893184
Acinetobacter sp. SCLZS86	S	44.0903284635499	94.9268038696803	0	2908637	44.0903284635499	94.9268038696803
Acinetobacter sp. SH20PTE14	S	45.6247224496128	65.323375477862	0	2905879	45.6247224496128	65.323375477862
Acinetobacter sp. SWBY1	S	65.4298927956563	291.259051430344	45.7323922990831	2079596	65.4298927956563	291.259051430344
Acinetobacter sp. TGL-Y2	S	42.0789024991825	178.348492955235	43.236065533537	1407071	42.0789024991825	178.348492955235
Acinetobacter sp. TTH0-4	S	81.0153929246557	276.110895027996	91.7205079839447	1646498	81.0153929246557	276.110895027996
Acinetobacter sp. Tol 5	S	29.3964829564769	40.356559470625	0	710648	29.3964829564769	40.356559470625
Acinetobacter sp. WCHA45	S	79.6643258350009	344.481883168181	62.3461929796797	2004644	79.6643258350009	344.481883168181
Acinetobacter sp. WCHA55	S	66.6632129820724	187.21787193481	66.9385664842438	2004646	66.6632129820724	187.21787193481
Acinetobacter sp. WCHAc010034	S	53.9274713533359	131.756480356826	77.5217918209617	1879049	53.9274713533359	131.756480356826
Acinetobacter sp. WCHAc010052	S	26.2860447388481	79.8158050944298	10.5619445883352	2004647	26.2860447388481	79.8158050944298
Acinetobacter sp. WY4	S	74.7961288830443	85.4024698987015	0	2708348	74.7961288830443	85.4024698987015
Acinetobacter sp. YH12138	S	43.2095573422305	208.568025929161	38.5386722883806	2601122	43.2095573422305	208.568025929161
Acinetobacter tandoii	S	68.180159320316	178.233123309768	67.0550936110293	202954	68.180159320316	178.233123309768
Acinetobacter towneri	S	75.1403495417008	238.196193800256	116.077370642297	202956	75.1403495417008	238.196193800256
Acinetobacter ursingii	S	115.689858626993	802.382718169075	258.216744953448	108980	115.689858626993	802.382718169075
Acinetobacter variabilis	S	617.21138020221	1413.37191817189	1037.05217485452	70346	617.21138020221	1413.37191817189
Acinetobacter venetianus	S	49.1332097454307	521.82640968507	57.333343377285	52133	49.1332097454307	521.82640968507
Acinetobacter virus 133	S	11.5639021231324	11.5639021231324	0	279006	11.5639021231324	11.5639021231324
Acinetobacter virus Acj61	S	14.5076935251651	19.4201844352952	0	2843629	14.5076935251651	19.4201844352952
Acinetobacter wanghuae	S	56.0214787040346	159.614639110901	57.2365185216192	2662362	56.0214787040346	159.614639110901
Acinetobacter wuhouensis	S	223.190783150068	395.08668064549	287.855202688277	1879050	223.190783150068	395.08668064549
Acionnavirus	G	11.4316147974374	38.5014142013484	2.47650678680223	2733086	11.4316147974374	38.5014142013484
Acionnavirus monteraybay	S	8.03931589638071	10.5709660266301	0	2734078	8.03931589638071	10.5709660266301
Acipenserid herpesvirus 2	S	48.9343467323655	57.7415423362606	0	2871198	48.9343467323655	57.7415423362606
Actibacterium	G	50.0302826251325	249.399436627248	67.1609308416414	1433986	50.0302826251325	249.399436627248
Actibacterium sp. EMB200-NS6	S	50.0302826251325	249.399436627248	67.1609308416414	1609966	50.0302826251325	249.399436627248
Actinoalloteichus	G	162.914771737928	308.135945726587	227.708227925589	65496	162.914771737928	308.135945726587
Actinoalloteichus fjordicus	S	88.0779423252102	199.681124712083	68.8089176357256	1612552	88.0779423252102	199.681124712083
Actinoalloteichus hoggarensis	S	116.478209377552	273.644693459326	190.450763272595	1470176	116.478209377552	273.644693459326
Actinoalloteichus hymeniacidonis	S	61.5540307536727	175.260201104262	77.080967346792	340345	61.5540307536727	175.260201104262
Actinoalloteichus sp. GBA129-24	S	48.1206297480247	69.9203807961704	3.70571386927941	1612551	48.1206297480247	69.9203807961704
Actinobacillus	G	142.522556639684	1281.54062053024	367.639005704239	713	142.522556639684	1281.54062053024
Actinobacillus delphinicola	S	46.7419733897014	232.758200047847	23.4523597902135	51161	46.7419733897014	232.758200047847
Actinobacillus equuli	S	21.9581771326858	71.4808508216168	11.5027473307562	718	21.9581771326858	71.4808508216168
Actinobacillus indolicus	S	638.284707545111	1705.45254428455	295.776703825276	51049	638.284707545111	1705.45254428455
Actinobacillus lignieresii	S	25.9470242201569	141.133265147391	4.13560380950607	720	25.9470242201569	141.133265147391
Actinobacillus pleuropneumoniae	S	69.1908475387451	211.268424454554	112.862986070251	715	69.1908475387451	211.268424454554
Actinobacillus porcitonsillarum	S	29.4684403334722	77.4838167175645	23.1103196743659	189834	29.4684403334722	77.4838167175645
Actinobacillus sp. GY-402	S	17.7985010322171	187.420200937001	15.2491652866693	2774188	17.7985010322171	187.420200937001
Actinobacillus suis	S	48.7511092215459	158.346311352938	11.5609803673219	716	48.7511092215459	158.346311352938
Actinobaculum	G	42.1288989914125	256.689901806198	29.0861896708448	76833	42.1288989914125	256.689901806198
Actinobaculum sp. 313	S	42.1288989914125	256.689901806198	29.0861896708448	2495645	42.1288989914125	256.689901806198
Actinocatenispora	G	131.4529304614	614.217299125017	257.576963429819	390988	131.4529304614	614.217299125017
Actinocatenispora thailandica	S	131.4529304614	614.217299125017	257.576963429819	227318	131.4529304614	614.217299125017
Actinomadura	G	649.964052287087	1715.61003685838	1176.82624292367	1988	649.964052287087	1715.61003685838
Actinomadura graeca	S	69.3937478997302	132.632944759578	0	2750812	69.3937478997302	132.632944759578
Actinomadura sp. NAK00032	S	397.050235032846	1578.48868546041	947.530944791906	2742128	397.050235032846	1578.48868546041
Actinomadura sp. WMMA1423	S	167.08744024432	521.44494456846	334.124101206863	2591108	167.08744024432	521.44494456846
Actinomadura sp. WMMB 499	S	75.7378606179151	309.425375033309	136.110724231481	1219491	75.7378606179151	309.425375033309
Actinomadura verrucosospora	S	115.102970866887	420.893346849741	231.297689737838	46165	115.102970866887	420.893346849741
Actinomarinicola	G	75.9136124544893	204.594859163607	124.644936025292	2789775	75.9136124544893	204.594859163607
Actinomarinicola tropica	S	75.9136124544893	204.594859163607	124.644936025292	2789776	75.9136124544893	204.594859163607
Actinomyces	G	714.894450625136	5050.47963131174	1687.21895551307	1654	714.894450625136	5050.47963131174
Actinomyces faecalis	S	54.5910833328776	415808.653193173	91.8118719528349	2722820	54.5910833328776	415808.653193173
Actinomyces gaoshouyii	S	31.4946876747844	78.6956042371084	32.8308177894273	1960083	31.4946876747844	78.6956042371084
Actinomyces howellii	S	60.2305389057982	342.255255580945	75.8147706839262	52771	60.2305389057982	342.255255580945
Actinomyces israelii	S	29.3843456501985	86.9539289382755	24.0910706896995	1659	29.3843456501985	86.9539289382755
Actinomyces lilanjuaniae	S	60.1793344165614	229.645023975443	73.0947798580239	2321394	60.1793344165614	229.645023975443
Actinomyces marmotae	S	74.7324609547455	170.465202126093	115.887051307101	2737173	74.7324609547455	170.465202126093
Actinomyces naeslundii	S	86.6701334720055	757.246704993863	145.748906343056	1655	86.6701334720055	757.246704993863
Actinomyces oris	S	268.975292577661	1127.81890286372	541.127395216977	544580	268.975292577661	1127.81890286372
Actinomyces pacaensis	S	37.400654511454	161.863099825279	31.1503633285009	1852377	37.400654511454	161.863099825279
Actinomyces procaprae	S	46.9813806946201	128.112938924414	65.4652797025053	2560010	46.9813806946201	128.112938924414
Actinomyces qiguomingii	S	76.6611820360772	474.947710698197	83.4423129383583	2057800	76.6611820360772	474.947710698197
Actinomyces radicidentis	S	46.4284278421881	319.347966906102	67.2439536843398	111015	46.4284278421881	319.347966906102
Actinomyces respiraculi	S	45.842110845182	384.206118841986	54.724482962365	2744574	45.842110845182	384.206118841986
Actinomyces slackii	S	48.0346814449834	181.749080504948	67.5288519784548	52774	48.0346814449834	181.749080504948
Actinomyces sp. 432	S	77.3323535428039	188.848488786174	96.9559230578352	2057798	77.3323535428039	188.848488786174
Actinomyces sp. Chiba101	S	144.686085304105	398.913297121576	209.843390761051	1851395	144.686085304105	398.913297121576
